x,y,height
-0.709,1.512,0.026
-0.769,1.592,0.041
-0.880,1.740,0.007
-0.980,1.873,0.030
-1.053,1.967,0.013
-1.093,2.019,0.023
-1.139,2.078,-0.005
-1.226,2.190,0.010
-1.308,2.296,-0.001
-1.390,2.401,0.010
-1.457,2.488,-0.005
-1.518,2.567,-0.009
-1.579,2.646,-0.004
-1.610,2.686,-0.010
-1.610,2.686,-0.007
-1.610,2.686,-0.010
